ProductID,ProductName,Brand,Category,SubCategory,UnitPrice,CostPrice,GrossMargin,StockQty,Rating,TotalReviews,Warranty,IsActive,LaunchDate
P0430,Itel Ultra76Gold,Itel,Electronics,Earbuds,1200,670,44.2%,119,3.4,3134,2 Years,Yes,2021-07-30
P0431,boAt Lite67Silver,boAt,Electronics,Speakers,18250,560,96.9%,717,4.6,2033,3 Years,Yes,2022-11-01
P0432,HP M61Green,HP,Electronics,Smartwatches,21570,12180,43.5%,223,4.8,2204,2 Years,No,2021-02-17
P0433,Marshall S954GB,Marshall,Electronics,Fitness Bands,2980,2390,19.8%,271,3.3,1661,2 Years,Yes,2022-12-29
P0434,JBL X11512GB,JBL,Electronics,Monitors,51290,37290,27.3%,628,2.8,4435,1 Year,Yes,2023-03-01
P0435,Kingston Ultra74,Kingston,Accessories,Keyboards,4800,2190,54.4%,187,5.0,4187,3 Years,Yes,2020-06-09
P0436,Dell Plus62Red,Dell,Accessories,Mice,8000,4610,42.4%,33,3.9,3225,2 Years,Yes,2020-05-08
P0437,Intex Ultra41Red,Intex,Accessories,Webcams,6640,670,89.9%,12,4.3,3108,1 Year,Yes,2021-11-29
P0438,Logitech Pro31Green,Logitech,Accessories,Power Banks,2900,2330,19.7%,627,3.6,1506,6 Months,Yes,2023-09-13
P0439,Intex Lite52Black,Intex,Accessories,USB Hubs,1640,1220,25.6%,184,4.1,4717,2 Years,Yes,2022-01-10
P0440,WD Plus49Green,WD,Accessories,Cables,500,130,74.0%,756,3.1,79,2 Years,Yes,2020-07-04
P0441,SanDisk Max93Red,SanDisk,Accessories,Chargers,1590,1180,25.8%,307,3.4,4651,1 Year,Yes,2020-10-31
P0442,Dell Pro614GB,Dell,Storage,SSDs,11820,2480,79.0%,460,4.4,2128,3 Years,Yes,2021-11-21
P0443,Garmin Plus1664GB,Garmin,Storage,HDDs,5380,4280,20.4%,620,3.2,4717,2 Years,No,2022-03-11
P0444,Garmin Max63,Garmin,Storage,Pen Drives,2130,340,84.0%,390,4.2,3799,2 Years,Yes,2022-10-13
P0445,Google Neo74Starlight,Google,Networking,Routers,7630,1180,84.5%,81,3.2,1869,3 Years,Yes,2022-04-08
P0446,iBall Neo8316GB,iBall,Electronics,Printers,17960,7940,55.8%,455,4.5,2975,6 Months,Yes,2021-01-23
P0447,Samsung S851TB,Samsung,Electronics,Cameras,40980,29880,27.1%,717,4.4,1725,2 Years,Yes,2020-01-27
P0448,HP Max7Blue,HP,Electronics,Smart TVs,15460,11250,27.2%,536,4.5,681,1 Year,Yes,2020-09-28
P0449,Lenovo Plus40Starlight,Lenovo,Accessories,Gaming Gear,4260,1310,69.2%,755,3.4,1035,2 Years,Yes,2020-11-29
P0450,Samsung Lite42128GB,Samsung,Accessories,Microphones,8800,4430,49.7%,553,4.9,4493,6 Months,Yes,2020-12-26
P0451,Corsair Ultra81Midnight,Corsair,Electronics,Smartphones,91340,62490,31.6%,577,3.8,4372,3 Years,No,2024-05-26
P0452,Razer X578GB,Razer,Electronics,Laptops,65350,41970,35.8%,422,3.4,2486,1 Year,Yes,2020-07-12
P0453,Garmin Ultra6932GB,Garmin,Electronics,Tablets,13090,10820,17.3%,503,4.9,3908,3 Years,Yes,2023-10-30
P0454,Acer S1Midnight,Acer,Electronics,Headphones,24990,6480,74.1%,421,4.7,3580,6 Months,Yes,2023-05-16
P0455,LG Pro118GB,LG,Electronics,Earbuds,14130,10420,26.3%,245,3.9,2227,3 Years,Yes,2024-12-18
P0456,Asus S9Silver,Asus,Electronics,Speakers,6680,1520,77.2%,296,3.0,3730,6 Months,Yes,2024-07-08
P0457,Anker A20,Anker,Electronics,Smartwatches,4250,2790,34.4%,22,3.2,837,3 Years,Yes,2023-12-01
P0458,Micromax S1264GB,Micromax,Electronics,Fitness Bands,2230,630,71.7%,505,3.3,3442,3 Years,Yes,2024-08-03
P0459,Philips A43Gold,Philips,Electronics,Monitors,12260,6200,49.4%,57,3.4,3214,1 Year,Yes,2021-01-13
P0460,Anker Plus216GB,Anker,Accessories,Keyboards,2300,1750,23.9%,731,3.3,3628,2 Years,Yes,2019-05-18
P0461,Anker X67Gold,Anker,Accessories,Mice,5750,1890,67.1%,484,3.7,2556,3 Years,Yes,2019-06-22
P0462,Lava Max16Green,Lava,Accessories,Webcams,3070,1580,48.5%,653,3.5,2952,1 Year,Yes,2021-06-11
P0463,Realme Plus428GB,Realme,Accessories,Power Banks,820,480,41.5%,282,4.1,3242,2 Years,Yes,2019-06-22
P0464,Corsair Neo20Blue,Corsair,Accessories,USB Hubs,2020,480,76.2%,254,3.1,748,3 Years,No,2019-09-03
P0465,Dell M90Black,Dell,Accessories,Cables,1200,870,27.5%,109,3.1,1906,3 Years,No,2022-11-23
P0466,Vivo A894GB,Vivo,Accessories,Chargers,1850,910,50.8%,741,3.1,323,6 Months,Yes,2022-04-22
P0467,Razer S73Blue,Razer,Storage,SSDs,4560,3130,31.4%,356,3.5,3837,3 Years,Yes,2020-10-18
P0468,HP M58Red,HP,Storage,HDDs,4920,2580,47.6%,554,3.6,5,6 Months,Yes,2019-03-18
P0469,Kingston Neo31Black,Kingston,Storage,Pen Drives,1610,310,80.7%,674,4.9,3174,2 Years,Yes,2024-07-30
P0470,Itel M79Green,Itel,Networking,Routers,5640,3240,42.6%,419,4.2,904,1 Year,Yes,2019-10-01
P0471,Sony M51TB,Sony,Electronics,Printers,11620,4380,62.3%,497,3.2,260,6 Months,Yes,2024-11-23
P0472,Kingston Pro7Space Gray,Kingston,Electronics,Cameras,56020,19960,64.4%,620,4.4,107,2 Years,Yes,2019-11-24
P0473,iQOO A47Starlight,iQOO,Electronics,Smart TVs,85140,56720,33.4%,425,4.6,477,3 Years,Yes,2019-10-16
P0474,Noise S67256GB,Noise,Accessories,Gaming Gear,2090,510,75.6%,742,3.3,3156,2 Years,Yes,2021-10-15
P0475,Gigabyte M72Starlight,Gigabyte,Accessories,Microphones,10140,4000,60.6%,764,3.0,4723,3 Years,Yes,2023-10-16
P0476,OnePlus M71,OnePlus,Electronics,Smartphones,60630,38080,37.2%,345,4.2,4373,6 Months,No,2022-07-14
P0477,MSI Lite53,MSI,Electronics,Laptops,125160,101000,19.3%,440,4.6,2649,2 Years,Yes,2021-05-26
P0478,LG Pro47Green,LG,Electronics,Tablets,71300,37330,47.6%,406,2.8,283,3 Years,Yes,2024-10-21
P0479,MI A3932GB,MI,Electronics,Headphones,15040,3820,74.6%,322,2.8,2260,2 Years,Yes,2024-02-29
P0480,Garmin M341TB,Garmin,Electronics,Earbuds,12330,9720,21.2%,255,3.3,2460,1 Year,Yes,2021-06-09
P0481,Micromax Lite62256GB,Micromax,Electronics,Speakers,6360,4400,30.8%,706,4.3,781,3 Years,Yes,2023-04-12
P0482,Lenovo Lite45128GB,Lenovo,Electronics,Smartwatches,54550,29060,46.7%,426,4.8,987,2 Years,Yes,2019-02-16
P0483,SanDisk Plus7Starlight,SanDisk,Electronics,Fitness Bands,3500,2750,21.4%,42,3.5,4627,2 Years,Yes,2021-06-23
P0484,JBL Plus58128GB,JBL,Electronics,Monitors,56340,38080,32.4%,92,3.3,2373,6 Months,Yes,2022-10-08
P0485,Lenovo Neo96Blue,Lenovo,Accessories,Keyboards,1110,740,33.3%,408,3.4,3264,6 Months,Yes,2020-06-18
P0486,TCL Ultra721TB,TCL,Accessories,Mice,1920,1180,38.5%,404,4.2,1606,2 Years,Yes,2021-12-26
P0487,Itel Lite88Silver,Itel,Accessories,Webcams,5720,1330,76.7%,115,4.3,3469,3 Years,Yes,2022-08-06
P0488,Garmin A99Midnight,Garmin,Accessories,Power Banks,3200,1090,65.9%,358,4.2,3622,2 Years,Yes,2021-08-14
P0489,Anker Lite20,Anker,Accessories,USB Hubs,3600,650,81.9%,115,4.4,1991,2 Years,Yes,2022-03-24
P0490,Apple X40,Apple,Accessories,Cables,1020,540,47.1%,23,3.5,4407,2 Years,Yes,2024-11-13
P0491,TCL Max6216GB,TCL,Accessories,Chargers,2850,1670,41.4%,144,4.3,150,6 Months,Yes,2024-11-27
P0492,Sony M816GB,Sony,Storage,SSDs,6150,2540,58.7%,713,4.2,434,6 Months,Yes,2019-02-04
P0493,HP Pro85White,HP,Storage,HDDs,7910,2980,62.3%,110,2.8,3166,2 Years,No,2024-09-13
P0494,iBall Lite63512GB,iBall,Storage,Pen Drives,2740,1270,53.6%,90,3.2,4101,6 Months,Yes,2019-03-30
P0495,Sony Max408GB,Sony,Networking,Routers,6460,4610,28.6%,402,4.4,150,3 Years,Yes,2022-12-26
P0496,SanDisk S6532GB,SanDisk,Electronics,Printers,14040,4520,67.8%,640,3.4,3171,1 Year,No,2022-02-21
P0497,TP-Link Lite511TB,TP-Link,Electronics,Cameras,25990,8380,67.8%,747,3.6,1863,6 Months,Yes,2020-09-17
P0498,Oppo Neo4332GB,Oppo,Electronics,Smart TVs,70870,43540,38.6%,134,3.3,1135,2 Years,Yes,2022-06-19
P0499,Intex M56Red,Intex,Accessories,Gaming Gear,13120,2680,79.6%,671,4.9,1294,3 Years,Yes,2024-12-23
P0500,Micromax M41512GB,Micromax,Accessories,Microphones,3380,720,78.7%,783,3.5,3391,6 Months,Yes,2022-01-26
